date,fund_name,amc,category,expense_ratio,nav,monthly_return
2016-01-01,Nippon India Small Cap Fund,Nippon India MF,Small Cap,0.56,12.4047,-0.006744
2016-02-01,Nippon India Small Cap Fund,Nippon India MF,Small Cap,0.56,13.1783,0.06236
2016-03-01,Nippon India Small Cap Fund,Nippon India MF,Small Cap,0.56,13.5332,0.026935
2016-04-01,Nippon India Small Cap Fund,Nippon India MF,Small Cap,0.56,12.6324,-0.066567
2016-05-01,Nippon India Small Cap Fund,Nippon India MF,Small Cap,0.56,13.0819,0.035584
2016-06-01,Nippon India Small Cap Fund,Nippon India MF,Small Cap,0.56,12.4709,-0.046708
2016-07-01,Nippon India Small Cap Fund,Nippon India MF,Small Cap,0.56,13.0043,0.042777
2016-08-01,Nippon India Small Cap Fund,Nippon India MF,Small Cap,0.56,12.9008,-0.007959
2016-09-01,Nippon India Small Cap Fund,Nippon India MF,Small Cap,0.56,12.8756,-0.001954
2016-10-01,Nippon India Small Cap Fund,Nippon India MF,Small Cap,0.56,12.5558,-0.024837
2016-11-01,Nippon India Small Cap Fund,Nippon India MF,Small Cap,0.56,13.2527,0.055504
2016-12-01,Nippon India Small Cap Fund,Nippon India MF,Small Cap,0.56,13.2126,-0.00303
2017-01-01,Nippon India Small Cap Fund,Nippon India MF,Small Cap,0.56,12.958,-0.01927
2017-02-01,Nippon India Small Cap Fund,Nippon India MF,Small Cap,0.56,13.2294,0.02095
2017-03-01,Nippon India Small Cap Fund,Nippon India MF,Small Cap,0.56,13.8251,0.045025
2017-04-01,Nippon India Small Cap Fund,Nippon India MF,Small Cap,0.56,14.3788,0.040055
2017-05-01,Nippon India Small Cap Fund,Nippon India MF,Small Cap,0.56,15.2285,0.059088
2017-06-01,Nippon India Small Cap Fund,Nippon India MF,Small Cap,0.56,15.5188,0.019067
2017-07-01,Nippon India Small Cap Fund,Nippon India MF,Small Cap,0.56,17.2434,0.111127
2017-08-01,Nippon India Small Cap Fund,Nippon India MF,Small Cap,0.56,16.9745,-0.015591
2017-09-01,Nippon India Small Cap Fund,Nippon India MF,Small Cap,0.56,16.5205,-0.02675
2017-10-01,Nippon India Small Cap Fund,Nippon India MF,Small Cap,0.56,16.6571,0.008272
2017-11-01,Nippon India Small Cap Fund,Nippon India MF,Small Cap,0.56,16.9834,0.019586
2017-12-01,Nippon India Small Cap Fund,Nippon India MF,Small Cap,0.56,18.9218,0.114137
2018-01-01,Nippon India Small Cap Fund,Nippon India MF,Small Cap,0.56,20.0697,0.060665
2018-02-01,Nippon India Small Cap Fund,Nippon India MF,Small Cap,0.56,18.6814,-0.069173
2018-03-01,Nippon India Small Cap Fund,Nippon India MF,Small Cap,0.56,18.667,-0.000772
2018-04-01,Nippon India Small Cap Fund,Nippon India MF,Small Cap,0.56,19.067,0.021425
2018-05-01,Nippon India Small Cap Fund,Nippon India MF,Small Cap,0.56,20.1413,0.056345
2018-06-01,Nippon India Small Cap Fund,Nippon India MF,Small Cap,0.56,20.9422,0.039767
2018-07-01,Nippon India Small Cap Fund,Nippon India MF,Small Cap,0.56,19.4731,-0.070151
2018-08-01,Nippon India Small Cap Fund,Nippon India MF,Small Cap,0.56,19.9641,0.025214
2018-09-01,Nippon India Small Cap Fund,Nippon India MF,Small Cap,0.56,20.9044,0.0471
2018-10-01,Nippon India Small Cap Fund,Nippon India MF,Small Cap,0.56,21.4859,0.027818
2018-11-01,Nippon India Small Cap Fund,Nippon India MF,Small Cap,0.56,23.439,0.090901
2018-12-01,Nippon India Small Cap Fund,Nippon India MF,Small Cap,0.56,23.5972,0.006748
2019-01-01,Nippon India Small Cap Fund,Nippon India MF,Small Cap,0.56,25.5641,0.083356
2019-02-01,Nippon India Small Cap Fund,Nippon India MF,Small Cap,0.56,25.9722,0.01596
2019-03-01,Nippon India Small Cap Fund,Nippon India MF,Small Cap,0.56,25.8831,-0.003428
2019-04-01,Nippon India Small Cap Fund,Nippon India MF,Small Cap,0.56,27.2229,0.051763
2019-05-01,Nippon India Small Cap Fund,Nippon India MF,Small Cap,0.56,26.9817,-0.008861
2019-06-01,Nippon India Small Cap Fund,Nippon India MF,Small Cap,0.56,27.1059,0.004604
2019-07-01,Nippon India Small Cap Fund,Nippon India MF,Small Cap,0.56,27.0872,-0.000689
2019-08-01,Nippon India Small Cap Fund,Nippon India MF,Small Cap,0.56,26.8109,-0.010202
2019-09-01,Nippon India Small Cap Fund,Nippon India MF,Small Cap,0.56,25.5871,-0.045647
2019-10-01,Nippon India Small Cap Fund,Nippon India MF,Small Cap,0.56,28.6659,0.120328
2019-11-01,Nippon India Small Cap Fund,Nippon India MF,Small Cap,0.56,29.2398,0.020019
2019-12-01,Nippon India Small Cap Fund,Nippon India MF,Small Cap,0.56,31.7796,0.086862
2020-01-01,Nippon India Small Cap Fund,Nippon India MF,Small Cap,0.56,30.3141,-0.046114
2020-02-01,Nippon India Small Cap Fund,Nippon India MF,Small Cap,0.56,27.9776,-0.077074
2020-03-01,Nippon India Small Cap Fund,Nippon India MF,Small Cap,0.56,20.2823,-0.275052
2020-04-01,Nippon India Small Cap Fund,Nippon India MF,Small Cap,0.56,24.4067,0.203348
2020-05-01,Nippon India Small Cap Fund,Nippon India MF,Small Cap,0.56,27.2348,0.115872
2020-06-01,Nippon India Small Cap Fund,Nippon India MF,Small Cap,0.56,29.0409,0.066319
2020-07-01,Nippon India Small Cap Fund,Nippon India MF,Small Cap,0.56,28.7309,-0.010677
2020-08-01,Nippon India Small Cap Fund,Nippon India MF,Small Cap,0.56,28.8066,0.002636
2020-09-01,Nippon India Small Cap Fund,Nippon India MF,Small Cap,0.56,29.8804,0.037277
2020-10-01,Nippon India Small Cap Fund,Nippon India MF,Small Cap,0.56,30.5235,0.021522
2020-11-01,Nippon India Small Cap Fund,Nippon India MF,Small Cap,0.56,30.6967,0.005673
2020-12-01,Nippon India Small Cap Fund,Nippon India MF,Small Cap,0.56,31.0421,0.011253
2021-01-01,Nippon India Small Cap Fund,Nippon India MF,Small Cap,0.56,30.7755,-0.008589
2021-02-01,Nippon India Small Cap Fund,Nippon India MF,Small Cap,0.56,31.235,0.014929
2021-03-01,Nippon India Small Cap Fund,Nippon India MF,Small Cap,0.56,32.5317,0.041515
2021-04-01,Nippon India Small Cap Fund,Nippon India MF,Small Cap,0.56,33.0401,0.015628
2021-05-01,Nippon India Small Cap Fund,Nippon India MF,Small Cap,0.56,32.5657,-0.014358
2021-06-01,Nippon India Small Cap Fund,Nippon India MF,Small Cap,0.56,32.7462,0.005542
2021-07-01,Nippon India Small Cap Fund,Nippon India MF,Small Cap,0.56,33.8879,0.034868
2021-08-01,Nippon India Small Cap Fund,Nippon India MF,Small Cap,0.56,34.1749,0.008469
2021-09-01,Nippon India Small Cap Fund,Nippon India MF,Small Cap,0.56,36.1141,0.056742
2021-10-01,Nippon India Small Cap Fund,Nippon India MF,Small Cap,0.56,35.8863,-0.006306
2021-11-01,Nippon India Small Cap Fund,Nippon India MF,Small Cap,0.56,34.5563,-0.037064
2021-12-01,Nippon India Small Cap Fund,Nippon India MF,Small Cap,0.56,34.9748,0.012111
2022-01-01,Nippon India Small Cap Fund,Nippon India MF,Small Cap,0.56,34.3617,-0.01753
2022-02-01,Nippon India Small Cap Fund,Nippon India MF,Small Cap,0.56,33.0917,-0.036961
2022-03-01,Nippon India Small Cap Fund,Nippon India MF,Small Cap,0.56,30.3745,-0.08211
2022-04-01,Nippon India Small Cap Fund,Nippon India MF,Small Cap,0.56,30.7064,0.010926
2022-05-01,Nippon India Small Cap Fund,Nippon India MF,Small Cap,0.56,31.4506,0.024236
2022-06-01,Nippon India Small Cap Fund,Nippon India MF,Small Cap,0.56,34.3925,0.093541
2022-07-01,Nippon India Small Cap Fund,Nippon India MF,Small Cap,0.56,34.4079,0.000447
2022-08-01,Nippon India Small Cap Fund,Nippon India MF,Small Cap,0.56,34.3947,-0.000382
2022-09-01,Nippon India Small Cap Fund,Nippon India MF,Small Cap,0.56,35.3014,0.02636
2022-10-01,Nippon India Small Cap Fund,Nippon India MF,Small Cap,0.56,35.3127,0.000321
2022-11-01,Nippon India Small Cap Fund,Nippon India MF,Small Cap,0.56,34.4053,-0.025696
2022-12-01,Nippon India Small Cap Fund,Nippon India MF,Small Cap,0.56,33.4526,-0.027692
2023-01-01,Nippon India Small Cap Fund,Nippon India MF,Small Cap,0.56,30.6973,-0.082364
2023-02-01,Nippon India Small Cap Fund,Nippon India MF,Small Cap,0.56,29.2729,-0.0464
2023-03-01,Nippon India Small Cap Fund,Nippon India MF,Small Cap,0.56,31.4106,0.073026
2023-04-01,Nippon India Small Cap Fund,Nippon India MF,Small Cap,0.56,29.4863,-0.061264
2023-05-01,Nippon India Small Cap Fund,Nippon India MF,Small Cap,0.56,29.0402,-0.015128
2023-06-01,Nippon India Small Cap Fund,Nippon India MF,Small Cap,0.56,31.0692,0.06987
2023-07-01,Nippon India Small Cap Fund,Nippon India MF,Small Cap,0.56,31.2237,0.00497
2023-08-01,Nippon India Small Cap Fund,Nippon India MF,Small Cap,0.56,33.7413,0.080631
2023-09-01,Nippon India Small Cap Fund,Nippon India MF,Small Cap,0.56,32.1782,-0.046324
2023-10-01,Nippon India Small Cap Fund,Nippon India MF,Small Cap,0.56,32.4426,0.008217
2023-11-01,Nippon India Small Cap Fund,Nippon India MF,Small Cap,0.56,32.1664,-0.008514
2023-12-01,Nippon India Small Cap Fund,Nippon India MF,Small Cap,0.56,31.9393,-0.00706
2024-01-01,Nippon India Small Cap Fund,Nippon India MF,Small Cap,0.56,32.8527,0.028599
2024-02-01,Nippon India Small Cap Fund,Nippon India MF,Small Cap,0.56,30.6276,-0.06773
2024-03-01,Nippon India Small Cap Fund,Nippon India MF,Small Cap,0.56,30.7789,0.004941
2024-04-01,Nippon India Small Cap Fund,Nippon India MF,Small Cap,0.56,31.4962,0.023305
2024-05-01,Nippon India Small Cap Fund,Nippon India MF,Small Cap,0.56,31.9121,0.013204
2024-06-01,Nippon India Small Cap Fund,Nippon India MF,Small Cap,0.56,30.0818,-0.057355
2024-07-01,Nippon India Small Cap Fund,Nippon India MF,Small Cap,0.56,31.0303,0.031533
2024-08-01,Nippon India Small Cap Fund,Nippon India MF,Small Cap,0.56,29.395,-0.052702
2024-09-01,Nippon India Small Cap Fund,Nippon India MF,Small Cap,0.56,28.8708,-0.017834
2024-10-01,Nippon India Small Cap Fund,Nippon India MF,Small Cap,0.56,31.458,0.089615
2024-11-01,Nippon India Small Cap Fund,Nippon India MF,Small Cap,0.56,33.6597,0.069988
2024-12-01,Nippon India Small Cap Fund,Nippon India MF,Small Cap,0.56,34.1055,0.013244
2015-01-01,Kotak Emerging Equity Fund,Kotak Mahindra MF,Mid Cap,0.8,15.0,0.008679
2015-02-01,Kotak Emerging Equity Fund,Kotak Mahindra MF,Mid Cap,0.8,14.8489,-0.010074
2015-03-01,Kotak Emerging Equity Fund,Kotak Mahindra MF,Mid Cap,0.8,15.4309,0.039195
2015-04-01,Kotak Emerging Equity Fund,Kotak Mahindra MF,Mid Cap,0.8,16.3055,0.056681
2015-05-01,Kotak Emerging Equity Fund,Kotak Mahindra MF,Mid Cap,0.8,15.2967,-0.061871
2015-06-01,Kotak Emerging Equity Fund,Kotak Mahindra MF,Mid Cap,0.8,14.9892,-0.020102
2015-07-01,Kotak Emerging Equity Fund,Kotak Mahindra MF,Mid Cap,0.8,15.1087,0.00797
2015-08-01,Kotak Emerging Equity Fund,Kotak Mahindra MF,Mid Cap,0.8,14.5783,-0.035104
2015-09-01,Kotak Emerging Equity Fund,Kotak Mahindra MF,Mid Cap,0.8,14.526,-0.003589
2015-10-01,Kotak Emerging Equity Fund,Kotak Mahindra MF,Mid Cap,0.8,14.3446,-0.012482
2015-11-01,Kotak Emerging Equity Fund,Kotak Mahindra MF,Mid Cap,0.8,15.043,0.048684
2015-12-01,Kotak Emerging Equity Fund,Kotak Mahindra MF,Mid Cap,0.8,15.5976,0.036865
2016-01-01,Kotak Emerging Equity Fund,Kotak Mahindra MF,Mid Cap,0.8,16.0927,0.031742
2016-02-01,Kotak Emerging Equity Fund,Kotak Mahindra MF,Mid Cap,0.8,16.8163,0.04497
2016-03-01,Kotak Emerging Equity Fund,Kotak Mahindra MF,Mid Cap,0.8,17.011,0.011578
2016-04-01,Kotak Emerging Equity Fund,Kotak Mahindra MF,Mid Cap,0.8,16.8774,-0.007858
2016-05-01,Kotak Emerging Equity Fund,Kotak Mahindra MF,Mid Cap,0.8,17.1297,0.01495
2016-06-01,Kotak Emerging Equity Fund,Kotak Mahindra MF,Mid Cap,0.8,16.766,-0.021232
2016-07-01,Kotak Emerging Equity Fund,Kotak Mahindra MF,Mid Cap,0.8,17.148,0.022786
2016-08-01,Kotak Emerging Equity Fund,Kotak Mahindra MF,Mid Cap,0.8,16.9269,-0.012892
2016-09-01,Kotak Emerging Equity Fund,Kotak Mahindra MF,Mid Cap,0.8,16.8347,-0.005447
2016-10-01,Kotak Emerging Equity Fund,Kotak Mahindra MF,Mid Cap,0.8,17.157,0.019143
2016-11-01,Kotak Emerging Equity Fund,Kotak Mahindra MF,Mid Cap,0.8,18.2695,0.064844
2016-12-01,Kotak Emerging Equity Fund,Kotak Mahindra MF,Mid Cap,0.8,18.2965,0.001477
2017-01-01,Kotak Emerging Equity Fund,Kotak Mahindra MF,Mid Cap,0.8,18.0981,-0.010844
2017-02-01,Kotak Emerging Equity Fund,Kotak Mahindra MF,Mid Cap,0.8,18.1301,0.001768
2017-03-01,Kotak Emerging Equity Fund,Kotak Mahindra MF,Mid Cap,0.8,18.7424,0.033772
2017-04-01,Kotak Emerging Equity Fund,Kotak Mahindra MF,Mid Cap,0.8,19.4213,0.036221
2017-05-01,Kotak Emerging Equity Fund,Kotak Mahindra MF,Mid Cap,0.8,20.5456,0.057894
2017-06-01,Kotak Emerging Equity Fund,Kotak Mahindra MF,Mid Cap,0.8,21.018,0.022989
2017-07-01,Kotak Emerging Equity Fund,Kotak Mahindra MF,Mid Cap,0.8,23.8027,0.132496
2017-08-01,Kotak Emerging Equity Fund,Kotak Mahindra MF,Mid Cap,0.8,23.0246,-0.03269
2017-09-01,Kotak Emerging Equity Fund,Kotak Mahindra MF,Mid Cap,0.8,22.9249,-0.004332
2017-10-01,Kotak Emerging Equity Fund,Kotak Mahindra MF,Mid Cap,0.8,22.2357,-0.030061
2017-11-01,Kotak Emerging Equity Fund,Kotak Mahindra MF,Mid Cap,0.8,23.1888,0.042863
2017-12-01,Kotak Emerging Equity Fund,Kotak Mahindra MF,Mid Cap,0.8,23.9818,0.034196
2018-01-01,Kotak Emerging Equity Fund,Kotak Mahindra MF,Mid Cap,0.8,23.8596,-0.005096
2018-02-01,Kotak Emerging Equity Fund,Kotak Mahindra MF,Mid Cap,0.8,23.3923,-0.019587
2018-03-01,Kotak Emerging Equity Fund,Kotak Mahindra MF,Mid Cap,0.8,22.4533,-0.040138
2018-04-01,Kotak Emerging Equity Fund,Kotak Mahindra MF,Mid Cap,0.8,24.3289,0.08353
2018-05-01,Kotak Emerging Equity Fund,Kotak Mahindra MF,Mid Cap,0.8,25.724,0.057344
2018-06-01,Kotak Emerging Equity Fund,Kotak Mahindra MF,Mid Cap,0.8,26.8732,0.044674
2018-07-01,Kotak Emerging Equity Fund,Kotak Mahindra MF,Mid Cap,0.8,26.6713,-0.007512
2018-08-01,Kotak Emerging Equity Fund,Kotak Mahindra MF,Mid Cap,0.8,27.4215,0.028128
2018-09-01,Kotak Emerging Equity Fund,Kotak Mahindra MF,Mid Cap,0.8,27.8035,0.01393
2018-10-01,Kotak Emerging Equity Fund,Kotak Mahindra MF,Mid Cap,0.8,28.464,0.023758
2018-11-01,Kotak Emerging Equity Fund,Kotak Mahindra MF,Mid Cap,0.8,29.6336,0.041087
2018-12-01,Kotak Emerging Equity Fund,Kotak Mahindra MF,Mid Cap,0.8,29.7608,0.004295
2019-01-01,Kotak Emerging Equity Fund,Kotak Mahindra MF,Mid Cap,0.8,30.789,0.034549
2019-02-01,Kotak Emerging Equity Fund,Kotak Mahindra MF,Mid Cap,0.8,31.903,0.03618
2019-03-01,Kotak Emerging Equity Fund,Kotak Mahindra MF,Mid Cap,0.8,32.7836,0.027601
2019-04-01,Kotak Emerging Equity Fund,Kotak Mahindra MF,Mid Cap,0.8,34.7585,0.060241
2019-05-01,Kotak Emerging Equity Fund,Kotak Mahindra MF,Mid Cap,0.8,33.7841,-0.028034
2019-06-01,Kotak Emerging Equity Fund,Kotak Mahindra MF,Mid Cap,0.8,34.9346,0.034055
2019-07-01,Kotak Emerging Equity Fund,Kotak Mahindra MF,Mid Cap,0.8,34.8452,-0.002557
2019-08-01,Kotak Emerging Equity Fund,Kotak Mahindra MF,Mid Cap,0.8,34.5051,-0.009762
2019-09-01,Kotak Emerging Equity Fund,Kotak Mahindra MF,Mid Cap,0.8,34.3398,-0.00479
2019-10-01,Kotak Emerging Equity Fund,Kotak Mahindra MF,Mid Cap,0.8,37.3202,0.086791
2019-11-01,Kotak Emerging Equity Fund,Kotak Mahindra MF,Mid Cap,0.8,36.3013,-0.027302
2019-12-01,Kotak Emerging Equity Fund,Kotak Mahindra MF,Mid Cap,0.8,38.4166,0.05827
2020-01-01,Kotak Emerging Equity Fund,Kotak Mahindra MF,Mid Cap,0.8,35.4398,-0.077487
2020-02-01,Kotak Emerging Equity Fund,Kotak Mahindra MF,Mid Cap,0.8,32.5887,-0.080449
2020-03-01,Kotak Emerging Equity Fund,Kotak Mahindra MF,Mid Cap,0.8,25.2713,-0.224536
2020-04-01,Kotak Emerging Equity Fund,Kotak Mahindra MF,Mid Cap,0.8,29.3458,0.16123
2020-05-01,Kotak Emerging Equity Fund,Kotak Mahindra MF,Mid Cap,0.8,32.5436,0.10897
2020-06-01,Kotak Emerging Equity Fund,Kotak Mahindra MF,Mid Cap,0.8,34.9974,0.075399
2020-07-01,Kotak Emerging Equity Fund,Kotak Mahindra MF,Mid Cap,0.8,34.8344,-0.004658
2020-08-01,Kotak Emerging Equity Fund,Kotak Mahindra MF,Mid Cap,0.8,33.7538,-0.031021
2020-09-01,Kotak Emerging Equity Fund,Kotak Mahindra MF,Mid Cap,0.8,35.2446,0.044166
2020-10-01,Kotak Emerging Equity Fund,Kotak Mahindra MF,Mid Cap,0.8,35.8474,0.017103
2020-11-01,Kotak Emerging Equity Fund,Kotak Mahindra MF,Mid Cap,0.8,34.4214,-0.039778
2020-12-01,Kotak Emerging Equity Fund,Kotak Mahindra MF,Mid Cap,0.8,33.4047,-0.029537
2021-01-01,Kotak Emerging Equity Fund,Kotak Mahindra MF,Mid Cap,0.8,32.1604,-0.037251
2021-02-01,Kotak Emerging Equity Fund,Kotak Mahindra MF,Mid Cap,0.8,32.7325,0.017789
2021-03-01,Kotak Emerging Equity Fund,Kotak Mahindra MF,Mid Cap,0.8,33.3004,0.017351
2021-04-01,Kotak Emerging Equity Fund,Kotak Mahindra MF,Mid Cap,0.8,34.9543,0.049667
2021-05-01,Kotak Emerging Equity Fund,Kotak Mahindra MF,Mid Cap,0.8,34.6119,-0.009797
2021-06-01,Kotak Emerging Equity Fund,Kotak Mahindra MF,Mid Cap,0.8,35.5972,0.028466
2021-07-01,Kotak Emerging Equity Fund,Kotak Mahindra MF,Mid Cap,0.8,37.4818,0.052943
2021-08-01,Kotak Emerging Equity Fund,Kotak Mahindra MF,Mid Cap,0.8,37.2168,-0.00707
2021-09-01,Kotak Emerging Equity Fund,Kotak Mahindra MF,Mid Cap,0.8,37.6512,0.011671
2021-10-01,Kotak Emerging Equity Fund,Kotak Mahindra MF,Mid Cap,0.8,35.8784,-0.047084
2021-11-01,Kotak Emerging Equity Fund,Kotak Mahindra MF,Mid Cap,0.8,35.9418,0.001768
2021-12-01,Kotak Emerging Equity Fund,Kotak Mahindra MF,Mid Cap,0.8,35.4508,-0.013661
2022-01-01,Kotak Emerging Equity Fund,Kotak Mahindra MF,Mid Cap,0.8,34.3123,-0.032116
2022-02-01,Kotak Emerging Equity Fund,Kotak Mahindra MF,Mid Cap,0.8,32.1827,-0.062065
2022-03-01,Kotak Emerging Equity Fund,Kotak Mahindra MF,Mid Cap,0.8,30.042,-0.066516
2022-04-01,Kotak Emerging Equity Fund,Kotak Mahindra MF,Mid Cap,0.8,30.5825,0.017991
2022-05-01,Kotak Emerging Equity Fund,Kotak Mahindra MF,Mid Cap,0.8,31.33,0.024441
2022-06-01,Kotak Emerging Equity Fund,Kotak Mahindra MF,Mid Cap,0.8,33.9063,0.082233
2022-07-01,Kotak Emerging Equity Fund,Kotak Mahindra MF,Mid Cap,0.8,34.7546,0.02502
2022-08-01,Kotak Emerging Equity Fund,Kotak Mahindra MF,Mid Cap,0.8,34.7007,-0.001553
2022-09-01,Kotak Emerging Equity Fund,Kotak Mahindra MF,Mid Cap,0.8,34.3391,-0.010421
2022-10-01,Kotak Emerging Equity Fund,Kotak Mahindra MF,Mid Cap,0.8,34.8613,0.015208
2022-11-01,Kotak Emerging Equity Fund,Kotak Mahindra MF,Mid Cap,0.8,32.4722,-0.068533
2022-12-01,Kotak Emerging Equity Fund,Kotak Mahindra MF,Mid Cap,0.8,31.6377,-0.025698
2023-01-01,Kotak Emerging Equity Fund,Kotak Mahindra MF,Mid Cap,0.8,29.5759,-0.065169
2023-02-01,Kotak Emerging Equity Fund,Kotak Mahindra MF,Mid Cap,0.8,28.7299,-0.028603
2023-03-01,Kotak Emerging Equity Fund,Kotak Mahindra MF,Mid Cap,0.8,29.6501,0.032031
2023-04-01,Kotak Emerging Equity Fund,Kotak Mahindra MF,Mid Cap,0.8,28.3115,-0.045147
2023-05-01,Kotak Emerging Equity Fund,Kotak Mahindra MF,Mid Cap,0.8,28.3942,0.002919
2023-06-01,Kotak Emerging Equity Fund,Kotak Mahindra MF,Mid Cap,0.8,30.4745,0.073265
2023-07-01,Kotak Emerging Equity Fund,Kotak Mahindra MF,Mid Cap,0.8,30.5282,0.001763
2023-08-01,Kotak Emerging Equity Fund,Kotak Mahindra MF,Mid Cap,0.8,31.7057,0.038569
2023-09-01,Kotak Emerging Equity Fund,Kotak Mahindra MF,Mid Cap,0.8,30.9156,-0.024918
2023-10-01,Kotak Emerging Equity Fund,Kotak Mahindra MF,Mid Cap,0.8,31.0283,0.003644
2023-11-01,Kotak Emerging Equity Fund,Kotak Mahindra MF,Mid Cap,0.8,30.7216,-0.009883
2023-12-01,Kotak Emerging Equity Fund,Kotak Mahindra MF,Mid Cap,0.8,30.5664,-0.005052
2024-01-01,Kotak Emerging Equity Fund,Kotak Mahindra MF,Mid Cap,0.8,31.6695,0.036088
2024-02-01,Kotak Emerging Equity Fund,Kotak Mahindra MF,Mid Cap,0.8,30.3862,-0.040522
2024-03-01,Kotak Emerging Equity Fund,Kotak Mahindra MF,Mid Cap,0.8,31.5116,0.037037
2024-04-01,Kotak Emerging Equity Fund,Kotak Mahindra MF,Mid Cap,0.8,32.6627,0.036528
2024-05-01,Kotak Emerging Equity Fund,Kotak Mahindra MF,Mid Cap,0.8,31.7545,-0.027804
2024-06-01,Kotak Emerging Equity Fund,Kotak Mahindra MF,Mid Cap,0.8,30.923,-0.026184
2024-07-01,Kotak Emerging Equity Fund,Kotak Mahindra MF,Mid Cap,0.8,31.2896,0.011853
2024-08-01,Kotak Emerging Equity Fund,Kotak Mahindra MF,Mid Cap,0.8,30.5951,-0.022195
2024-09-01,Kotak Emerging Equity Fund,Kotak Mahindra MF,Mid Cap,0.8,31.5752,0.032034
2024-10-01,Kotak Emerging Equity Fund,Kotak Mahindra MF,Mid Cap,0.8,33.5012,0.060996
2024-11-01,Kotak Emerging Equity Fund,Kotak Mahindra MF,Mid Cap,0.8,35.1944,0.050542
2024-12-01,Kotak Emerging Equity Fund,Kotak Mahindra MF,Mid Cap,0.8,35.1642,-0.000857
2015-01-01,Parag Parikh Flexi Cap Fund,PPFAS Mutual Fund,Flexi Cap,0.75,28.0,-0.000434
2015-02-01,Parag Parikh Flexi Cap Fund,PPFAS Mutual Fund,Flexi Cap,0.75,27.6485,-0.012553
2015-03-01,Parag Parikh Flexi Cap Fund,PPFAS Mutual Fund,Flexi Cap,0.75,28.3922,0.026898
2015-04-01,Parag Parikh Flexi Cap Fund,PPFAS Mutual Fund,Flexi Cap,0.75,29.5033,0.039132
2015-05-01,Parag Parikh Flexi Cap Fund,PPFAS Mutual Fund,Flexi Cap,0.75,27.6093,-0.064195
2015-06-01,Parag Parikh Flexi Cap Fund,PPFAS Mutual Fund,Flexi Cap,0.75,27.3634,-0.008908
2015-07-01,Parag Parikh Flexi Cap Fund,PPFAS Mutual Fund,Flexi Cap,0.75,27.5418,0.006521
2015-08-01,Parag Parikh Flexi Cap Fund,PPFAS Mutual Fund,Flexi Cap,0.75,27.4081,-0.004856
2015-09-01,Parag Parikh Flexi Cap Fund,PPFAS Mutual Fund,Flexi Cap,0.75,27.5849,0.00645
2015-10-01,Parag Parikh Flexi Cap Fund,PPFAS Mutual Fund,Flexi Cap,0.75,27.3749,-0.007609
2015-11-01,Parag Parikh Flexi Cap Fund,PPFAS Mutual Fund,Flexi Cap,0.75,28.2223,0.030952
2015-12-01,Parag Parikh Flexi Cap Fund,PPFAS Mutual Fund,Flexi Cap,0.75,29.4994,0.045251
2016-01-01,Parag Parikh Flexi Cap Fund,PPFAS Mutual Fund,Flexi Cap,0.75,29.7551,0.00867
2016-02-01,Parag Parikh Flexi Cap Fund,PPFAS Mutual Fund,Flexi Cap,0.75,31.4014,0.055329
2016-03-01,Parag Parikh Flexi Cap Fund,PPFAS Mutual Fund,Flexi Cap,0.75,32.0148,0.019532
2016-04-01,Parag Parikh Flexi Cap Fund,PPFAS Mutual Fund,Flexi Cap,0.75,31.5921,-0.013201
2016-05-01,Parag Parikh Flexi Cap Fund,PPFAS Mutual Fund,Flexi Cap,0.75,31.6885,0.003052
2016-06-01,Parag Parikh Flexi Cap Fund,PPFAS Mutual Fund,Flexi Cap,0.75,30.9302,-0.023931
2016-07-01,Parag Parikh Flexi Cap Fund,PPFAS Mutual Fund,Flexi Cap,0.75,32.022,0.035299
2016-08-01,Parag Parikh Flexi Cap Fund,PPFAS Mutual Fund,Flexi Cap,0.75,31.8121,-0.006555
2016-09-01,Parag Parikh Flexi Cap Fund,PPFAS Mutual Fund,Flexi Cap,0.75,32.4908,0.021335
2016-10-01,Parag Parikh Flexi Cap Fund,PPFAS Mutual Fund,Flexi Cap,0.75,32.2818,-0.006435
2016-11-01,Parag Parikh Flexi Cap Fund,PPFAS Mutual Fund,Flexi Cap,0.75,33.5025,0.037814
2016-12-01,Parag Parikh Flexi Cap Fund,PPFAS Mutual Fund,Flexi Cap,0.75,33.6479,0.00434
2017-01-01,Parag Parikh Flexi Cap Fund,PPFAS Mutual Fund,Flexi Cap,0.75,34.1455,0.014791
2017-02-01,Parag Parikh Flexi Cap Fund,PPFAS Mutual Fund,Flexi Cap,0.75,34.4142,0.007867
2017-03-01,Parag Parikh Flexi Cap Fund,PPFAS Mutual Fund,Flexi Cap,0.75,34.561,0.004265
2017-04-01,Parag Parikh Flexi Cap Fund,PPFAS Mutual Fund,Flexi Cap,0.75,35.069,0.014699
2017-05-01,Parag Parikh Flexi Cap Fund,PPFAS Mutual Fund,Flexi Cap,0.75,36.0969,0.029312
2017-06-01,Parag Parikh Flexi Cap Fund,PPFAS Mutual Fund,Flexi Cap,0.75,36.5333,0.012089
2017-07-01,Parag Parikh Flexi Cap Fund,PPFAS Mutual Fund,Flexi Cap,0.75,39.0572,0.069086
2017-08-01,Parag Parikh Flexi Cap Fund,PPFAS Mutual Fund,Flexi Cap,0.75,38.1156,-0.024108
2017-09-01,Parag Parikh Flexi Cap Fund,PPFAS Mutual Fund,Flexi Cap,0.75,37.7329,-0.010041
