customer_id,age,income_lpa,occupation,city_tier,education,marital_status,dependents,sip_amount,sip_tenure_months,sip_frequency,fund_category,number_of_sips,missed_payments,delayed_payments,consecutive_missed,payment_failure_rate,portfolio_return_pct,benchmark_return_pct,relative_return,nav_volatility,market_downturn_flag,app_logins_last_3m,support_calls_last_6m,portfolio_reviews_last_yr,grievances_raised,email_open_rate,last_login_days_ago,credit_score,existing_loans,loan_emi_pct_income,savings_rate_pct,churn
CUST01616,29,8.47,Business,2,Others,Single,3,10000,50,Monthly,Hybrid,1,2,0,0,0.151,17.29,5.59,11.7,11.25,0,19,7,4,1,0.336,114,845,0,8.52,38.08,1
CUST01617,56,2.5,Salaried,2,Post-Graduate,Single,0,5000,69,Monthly,Equity,2,1,0,3,0.039,14.47,8.19,6.28,10.67,0,17,7,9,2,0.345,167,818,3,44.4,15.64,0
CUST01618,43,7.84,Salaried,3,Graduate,Married,4,2000,53,Monthly,Debt,4,2,2,1,0.031,17.69,15.43,2.26,13.85,1,0,9,1,1,0.162,174,686,3,15.59,26.07,0
CUST01619,27,11.47,Self-Employed,2,Graduate,Married,1,500,103,Monthly,Debt,3,1,0,0,0.056,1.33,11.1,-9.77,7.37,0,18,5,1,2,0.725,62,634,0,18.12,22.53,1
CUST01620,64,9.8,Salaried,2,Professional,Married,2,2000,98,Monthly,Debt,5,0,1,3,0.013,16.37,19.33,-2.96,20.24,0,29,5,11,0,0.277,51,802,4,43.96,4.69,1
CUST01621,33,16.92,Self-Employed,2,Professional,Single,3,1000,96,Monthly,Equity,2,0,2,0,0.058,5.23,10.35,-5.12,15.68,0,8,9,9,3,0.759,73,811,3,23.9,33.72,0
CUST01622,22,13.0,Retired,1,Graduate,Single,1,5000,49,Monthly,Hybrid,4,1,2,0,0.139,1.1,7.43,-6.33,7.9,0,30,0,3,3,0.07,127,716,4,1.84,40.44,0
CUST01623,61,13.8,Self-Employed,2,Graduate,Divorced,2,5000,115,Monthly,Equity,2,0,1,1,0.061,7.27,6.75,0.52,18.78,1,7,2,7,0,0.358,76,625,0,8.92,29.88,0
CUST01624,22,19.2,Salaried,2,Post-Graduate,Married,4,2000,57,Monthly,Index,5,2,1,2,0.019,10.11,16.37,-6.26,22.9,0,27,1,1,0,0.503,144,668,2,12.4,18.62,0
CUST01625,45,11.03,Student,2,Graduate,Married,4,10000,90,Annual,Debt,4,0,2,2,0.036,11.56,14.15,-2.59,14.5,0,25,9,12,2,0.138,16,769,3,18.1,18.64,0
CUST01626,64,8.65,Self-Employed,2,Graduate,Married,1,25000,32,Monthly,Equity,3,1,1,1,0.113,-0.21,3.5,-3.71,17.06,0,26,9,8,2,0.702,25,812,1,18.08,14.87,0
CUST01627,46,11.89,Salaried,3,Graduate,Single,4,3000,24,Quarterly,Equity,4,1,0,2,0.013,19.62,8.9,10.72,12.03,1,9,7,4,3,0.628,97,714,4,5.5,24.85,0
CUST01628,47,5.76,Self-Employed,3,Post-Graduate,Married,0,3000,4,Monthly,ELSS,3,0,2,2,0.205,16.45,12.45,4.0,12.49,1,28,6,0,3,0.288,21,718,0,8.69,34.08,0
CUST01629,38,8.43,Salaried,2,Graduate,Single,4,1000,35,Quarterly,Hybrid,5,0,1,2,0.081,18.94,10.63,8.31,18.1,0,19,8,5,0,0.26,54,632,2,7.9,20.52,1
CUST01630,27,5.41,Salaried,2,Graduate,Married,2,10000,27,Monthly,Debt,5,1,2,0,0.213,23.14,14.98,8.16,15.02,0,24,9,5,3,0.653,172,704,0,35.96,17.52,0
CUST01631,46,9.59,Self-Employed,1,Graduate,Married,1,1000,116,Quarterly,Hybrid,2,0,1,3,0.12,5.78,0.5,5.28,11.65,1,29,1,11,0,0.381,84,587,4,38.62,11.87,0
CUST01632,60,5.39,Salaried,1,Graduate,Married,0,5000,98,Quarterly,ELSS,3,0,0,2,0.24,21.14,8.97,12.17,8.61,0,16,5,0,1,0.396,73,808,4,20.32,31.35,1
CUST01633,25,5.25,Salaried,1,Others,Married,3,5000,119,Monthly,Debt,1,0,2,1,0.248,5.98,1.99,3.99,19.91,0,26,5,10,2,0.722,97,824,4,7.85,28.19,1
CUST01634,59,9.65,Self-Employed,3,Graduate,Single,0,2000,111,Monthly,Index,2,2,0,2,0.204,12.44,13.91,-1.47,19.23,0,11,6,8,3,0.57,5,768,0,8.69,14.08,0
CUST01635,39,7.45,Salaried,3,Graduate,Married,3,1000,70,Monthly,Equity,4,2,2,1,0.182,16.69,16.5,0.19,18.14,0,17,7,10,0,0.371,112,794,3,8.77,21.74,0
CUST01636,45,2.5,Self-Employed,1,Professional,Single,0,5000,90,Monthly,Hybrid,1,2,1,1,0.106,9.8,9.37,0.43,24.4,0,27,8,6,3,0.536,95,562,4,17.29,17.28,0
CUST01637,29,2.5,Salaried,3,Others,Married,2,2000,28,Quarterly,Debt,2,0,1,1,0.102,16.35,6.13,10.22,21.15,0,29,2,3,2,0.557,142,563,4,3.63,17.29,0
CUST01638,48,3.41,Self-Employed,2,Professional,Married,2,1000,54,Monthly,Index,2,1,2,0,0.012,3.6,11.02,-7.42,9.12,0,13,0,5,1,0.481,93,724,4,6.05,14.53,0
CUST01639,29,4.47,Retired,3,Graduate,Married,4,15000,100,Monthly,ELSS,5,2,2,1,0.13,10.51,16.85,-6.34,14.76,0,16,1,4,1,0.303,101,732,3,27.25,32.08,0
CUST01640,33,9.66,Salaried,2,Post-Graduate,Married,2,3000,83,Monthly,Index,1,1,1,2,0.056,15.09,9.36,5.73,15.8,0,18,7,0,1,0.443,4,822,3,10.81,20.76,1
CUST01641,53,8.88,Business,3,Post-Graduate,Married,1,5000,116,Monthly,Hybrid,5,0,0,0,0.039,12.56,7.25,5.31,0.85,0,27,7,5,2,0.146,66,705,2,7.06,30.98,0
CUST01642,24,12.26,Salaried,2,Professional,Married,3,2000,17,Monthly,Debt,5,2,1,3,0.135,-0.86,13.73,-14.59,7.0,0,19,3,8,3,0.113,50,570,2,6.93,35.43,0
CUST01643,41,11.01,Salaried,1,Graduate,Married,4,1000,58,Annual,Equity,4,0,0,2,0.142,5.53,14.33,-8.8,9.43,0,7,0,9,1,0.146,121,616,3,43.03,19.89,0
CUST01644,47,12.29,Salaried,1,Graduate,Single,2,500,13,Monthly,Equity,1,1,2,3,0.02,6.56,8.55,-1.99,17.95,0,30,9,9,0,0.333,69,738,2,22.01,4.18,1
CUST01645,27,10.43,Salaried,2,Graduate,Single,3,2000,21,Monthly,Hybrid,2,1,1,0,0.067,12.89,16.55,-3.66,18.08,0,19,1,8,2,0.469,64,746,0,25.74,4.61,1
CUST01646,34,8.84,Salaried,3,Post-Graduate,Divorced,4,1000,25,Annual,Equity,1,1,0,0,0.457,23.96,10.12,13.84,14.94,0,25,2,10,3,0.446,146,681,2,7.39,17.75,0
CUST01647,36,12.4,Business,2,Graduate,Single,2,50000,89,Monthly,Equity,5,0,2,0,0.074,-0.95,0.28,-1.23,25.05,0,2,3,4,0,0.599,71,802,2,23.8,21.74,0
CUST01648,50,11.68,Business,3,Post-Graduate,Married,4,2000,74,Monthly,Equity,4,0,1,0,0.271,2.36,8.12,-5.76,15.37,1,21,2,12,1,0.277,122,653,1,19.81,25.57,1
CUST01649,63,9.5,Student,1,Post-Graduate,Married,4,1000,59,Monthly,ELSS,1,0,2,1,0.108,22.59,7.6,14.99,20.23,0,4,7,9,0,0.424,22,704,2,42.53,36.47,0
CUST01650,57,13.08,Retired,3,Professional,Single,0,7500,52,Quarterly,Equity,5,1,1,2,0.124,17.51,4.38,13.13,14.39,0,9,1,5,0,0.711,113,745,3,13.01,23.93,1
CUST01651,30,2.5,Salaried,3,Others,Married,2,7500,101,Quarterly,Equity,1,2,1,0,0.274,11.51,14.04,-2.53,13.95,1,17,0,11,2,0.507,90,553,3,18.82,42.31,0
CUST01652,22,6.84,Salaried,2,Post-Graduate,Married,0,50000,24,Monthly,ELSS,1,2,2,1,0.005,13.44,4.73,8.71,15.61,1,19,4,6,3,0.665,107,808,1,18.35,7.18,1
CUST01653,24,6.78,Salaried,2,Graduate,Married,3,2000,48,Monthly,Debt,5,0,0,0,0.012,15.08,10.92,4.16,18.99,1,17,2,4,3,0.345,178,617,4,9.15,29.5,0
CUST01654,47,12.61,Self-Employed,1,Professional,Married,3,500,67,Monthly,Equity,2,1,1,3,0.213,11.59,-3.34,14.93,20.8,0,19,7,6,1,0.115,124,613,3,13.0,21.03,0
CUST01655,28,14.29,Business,1,Graduate,Single,0,5000,49,Monthly,Equity,4,0,2,3,0.032,10.79,9.02,1.77,9.96,1,24,2,0,3,0.807,43,713,1,15.9,20.52,1
CUST01656,31,2.5,Salaried,1,Graduate,Married,0,7500,110,Monthly,Debt,2,2,0,3,0.22,20.81,9.51,11.3,14.17,0,27,7,1,2,0.081,110,677,0,33.07,15.05,0
CUST01657,58,13.64,Salaried,3,Graduate,Married,3,2000,49,Monthly,Hybrid,3,0,0,2,0.114,-3.0,13.7,-16.7,10.44,1,20,0,12,3,0.667,150,823,0,21.33,18.85,0
CUST01658,59,3.31,Salaried,3,Post-Graduate,Single,1,15000,68,Monthly,Equity,3,0,2,1,0.109,19.95,15.24,4.71,14.36,0,20,8,6,2,0.156,22,700,2,23.93,13.82,0
CUST01659,58,3.44,Retired,1,Graduate,Single,0,7500,72,Quarterly,Hybrid,3,0,0,3,0.218,-0.15,7.02,-7.17,24.77,0,25,0,0,2,0.564,140,755,0,7.04,19.04,1
CUST01660,32,7.06,Salaried,3,Graduate,Single,0,3000,64,Monthly,Index,1,2,0,3,0.028,21.74,16.12,5.62,18.11,0,25,1,3,0,0.157,137,668,4,8.17,22.61,1
CUST01661,48,6.73,Business,3,Graduate,Single,4,5000,26,Monthly,Debt,1,1,2,2,0.308,8.95,3.92,5.03,17.48,0,8,3,8,2,0.506,10,831,4,24.68,26.94,0
CUST01662,48,2.5,Salaried,2,Post-Graduate,Married,2,500,44,Monthly,Equity,1,2,1,1,0.107,8.06,10.95,-2.89,23.14,0,28,5,8,0,0.625,50,838,0,15.95,31.21,0
CUST01663,29,10.6,Salaried,3,Professional,Married,3,2000,120,Monthly,Hybrid,5,1,1,2,0.078,0.21,15.39,-15.18,9.65,0,17,2,4,1,0.522,16,615,3,14.8,40.52,0
CUST01664,45,10.72,Salaried,3,Post-Graduate,Married,2,1000,4,Annual,Equity,1,0,2,0,0.157,17.19,9.59,7.6,19.17,0,25,7,6,0,0.619,92,618,3,2.11,20.55,0
CUST01665,44,12.22,Business,1,Graduate,Married,4,2000,101,Monthly,Equity,5,2,2,0,0.033,13.37,6.2,7.17,13.64,0,19,9,9,3,0.11,82,725,3,2.65,6.0,0
CUST01666,39,6.27,Business,3,Professional,Single,4,2000,32,Monthly,Hybrid,5,2,1,1,0.148,9.39,7.36,2.03,9.83,1,7,1,5,1,0.343,177,610,1,20.73,23.87,0
CUST01667,54,7.84,Salaried,2,Graduate,Single,4,5000,75,Monthly,ELSS,2,2,0,1,0.181,2.93,16.19,-13.26,13.0,1,12,5,9,2,0.567,139,713,1,35.24,23.46,0
CUST01668,51,7.88,Salaried,1,Graduate,Married,3,7500,41,Annual,Equity,4,2,2,3,0.229,18.16,11.48,6.68,16.21,0,4,3,9,0,0.618,114,821,0,10.88,6.26,1
CUST01669,44,14.75,Salaried,1,Post-Graduate,Married,0,1000,21,Monthly,Debt,4,1,0,2,0.221,8.22,11.21,-2.99,14.23,0,6,4,0,0,0.138,53,693,3,11.04,19.39,1
CUST01670,53,2.5,Salaried,2,Professional,Divorced,2,3000,56,Quarterly,Debt,5,2,1,3,0.056,6.65,12.69,-6.04,14.78,0,25,2,5,1,0.336,75,790,1,10.86,14.9,1
CUST01671,54,4.17,Salaried,3,Professional,Married,0,5000,55,Quarterly,Hybrid,1,2,0,1,0.153,19.78,12.93,6.85,8.82,0,8,4,0,0,0.414,24,819,3,16.98,23.95,0
CUST01672,46,8.02,Salaried,2,Graduate,Married,2,1000,111,Quarterly,Equity,4,2,2,3,0.134,14.6,6.37,8.23,25.61,0,4,8,6,0,0.131,21,676,3,33.45,23.12,0
CUST01673,33,3.66,Self-Employed,2,Professional,Married,2,2000,24,Monthly,Equity,5,2,0,2,0.133,29.4,8.56,20.84,20.95,0,14,3,11,0,0.207,159,692,1,4.43,12.95,0
CUST01674,54,6.97,Business,2,Post-Graduate,Married,2,1000,38,Monthly,Hybrid,5,1,1,3,0.035,10.96,11.66,-0.7,15.14,0,3,4,3,2,0.497,36,761,1,17.15,16.64,0
CUST01675,52,7.5,Business,3,Others,Married,4,5000,102,Monthly,Index,1,1,0,0,0.151,27.31,15.08,12.23,22.56,0,14,9,7,1,0.498,174,643,0,13.63,17.87,1
CUST01676,64,5.37,Business,1,Post-Graduate,Single,1,10000,39,Monthly,Index,2,0,2,1,0.068,14.42,13.63,0.79,17.08,1,28,7,11,0,0.252,21,763,0,5.79,12.41,0
CUST01677,28,8.26,Student,2,Post-Graduate,Married,4,3000,5,Monthly,Hybrid,4,2,2,2,0.054,16.25,9.55,6.7,13.28,1,28,9,0,3,0.029,88,802,0,17.13,19.54,1
CUST01678,40,10.51,Student,2,Graduate,Married,3,5000,40,Quarterly,ELSS,5,1,1,3,0.076,10.96,12.52,-1.56,12.25,0,1,1,11,1,0.077,7,834,1,5.3,39.43,0
CUST01679,61,7.05,Salaried,1,Post-Graduate,Married,2,5000,56,Quarterly,Equity,2,0,2,0,0.013,14.9,17.99,-3.09,14.98,0,15,5,9,2,0.565,37,823,2,36.59,14.36,0
CUST01680,44,6.19,Salaried,3,Post-Graduate,Married,2,50000,28,Monthly,Equity,5,2,0,3,0.273,18.26,6.03,12.23,14.03,1,28,8,5,2,0.447,58,813,3,23.17,12.62,0
CUST01681,62,7.34,Salaried,3,Professional,Married,1,5000,22,Monthly,Equity,3,2,1,1,0.321,10.39,21.2,-10.81,16.43,1,12,7,8,3,0.245,157,583,4,10.62,9.98,1
CUST01682,22,7.97,Retired,2,Professional,Married,3,1000,54,Monthly,Debt,3,1,1,2,0.196,5.17,16.95,-11.78,11.48,0,6,8,7,0,0.277,55,692,3,13.42,20.38,0
CUST01683,23,2.5,Salaried,3,Post-Graduate,Married,3,500,6,Monthly,Debt,3,1,0,1,0.215,5.9,4.15,1.75,18.93,1,20,8,5,1,0.184,72,571,0,27.75,44.03,1
CUST01684,56,9.85,Salaried,3,Professional,Married,0,1000,91,Quarterly,Index,5,2,1,3,0.155,12.66,7.73,4.93,15.81,0,15,4,12,0,0.396,11,640,1,6.68,40.92,0
CUST01685,37,6.2,Self-Employed,1,Professional,Single,4,1000,49,Annual,Equity,2,0,2,2,0.25,7.92,8.56,-0.64,16.35,0,17,7,9,3,0.238,44,840,3,18.19,20.08,0
CUST01686,44,13.05,Self-Employed,1,Others,Married,0,3000,89,Monthly,Equity,5,2,0,1,0.132,11.48,14.09,-2.61,5.46,0,18,0,4,1,0.161,43,617,3,1.76,44.45,0
CUST01687,40,10.36,Self-Employed,2,Graduate,Single,0,3000,61,Quarterly,Equity,3,2,1,1,0.042,15.68,5.22,10.46,15.84,0,22,6,10,1,0.375,51,660,1,16.89,32.34,1
CUST01688,39,12.68,Business,2,Graduate,Single,2,5000,3,Monthly,Equity,4,0,1,1,0.132,13.69,21.32,-7.63,6.16,0,24,4,3,1,0.131,178,569,1,2.62,36.4,0
CUST01689,62,3.96,Self-Employed,2,Others,Married,0,1000,119,Monthly,Equity,4,0,1,2,0.135,18.23,13.02,5.21,12.0,0,6,5,0,2,0.702,74,762,2,27.43,17.97,1
CUST01690,26,6.51,Business,2,Post-Graduate,Married,3,7500,93,Monthly,Equity,1,2,2,0,0.048,11.53,5.67,5.86,12.45,0,1,2,12,1,0.504,125,821,1,13.07,24.99,0
CUST01691,55,3.03,Salaried,3,Post-Graduate,Married,1,1000,11,Monthly,Equity,5,2,1,0,0.141,3.36,8.01,-4.65,6.92,1,12,6,6,0,0.397,46,646,4,18.72,23.74,1
CUST01692,60,5.18,Business,1,Graduate,Single,1,5000,49,Monthly,Debt,4,2,0,2,0.109,6.95,14.91,-7.96,13.03,0,10,2,10,3,0.521,58,715,2,14.15,23.2,0
CUST01693,50,13.01,Self-Employed,1,Graduate,Married,2,5000,80,Monthly,Equity,5,0,1,1,0.109,14.4,16.8,-2.4,6.44,0,9,9,6,3,0.601,2,757,2,9.42,36.77,1
CUST01694,38,13.95,Salaried,1,Graduate,Married,4,5000,5,Monthly,Equity,1,2,2,0,0.321,19.82,2.87,16.95,13.91,0,15,5,11,2,0.505,173,613,0,36.28,21.99,0
CUST01695,28,3.41,Student,2,Graduate,Married,0,1000,26,Monthly,Equity,2,2,1,3,0.012,11.4,23.19,-11.79,12.2,0,20,3,0,1,0.358,23,773,2,52.93,31.05,0
CUST01696,51,6.17,Retired,3,Post-Graduate,Married,4,5000,119,Monthly,ELSS,5,1,2,0,0.135,4.72,0.85,3.87,20.47,0,18,2,5,3,0.547,167,749,4,21.73,27.55,1
CUST01697,42,7.7,Business,3,Post-Graduate,Married,3,15000,88,Monthly,ELSS,5,0,1,3,0.106,14.24,3.5,10.74,15.25,1,1,7,10,2,0.283,69,629,0,5.42,8.24,1
CUST01698,28,10.34,Retired,2,Post-Graduate,Single,2,7500,106,Monthly,Equity,5,0,2,0,0.162,22.21,15.43,6.78,17.87,0,27,8,5,3,0.305,143,721,0,11.48,31.98,0
CUST01699,37,2.5,Salaried,2,Graduate,Married,4,1000,108,Monthly,Equity,3,0,0,3,0.109,12.36,10.65,1.71,11.44,1,6,4,0,0,0.32,156,737,3,22.75,22.84,0
CUST01700,63,2.5,Salaried,1,Graduate,Married,3,2000,45,Monthly,Hybrid,2,0,0,0,0.175,2.59,11.7,-9.11,10.41,0,25,6,4,1,0.767,131,788,0,30.06,34.14,0
CUST01701,33,9.96,Salaried,2,Post-Graduate,Single,4,7500,98,Monthly,ELSS,2,0,1,2,0.003,-1.82,11.42,-13.24,7.79,0,11,1,4,3,0.667,12,834,3,30.44,12.95,0
CUST01702,29,2.5,Business,3,Graduate,Single,2,1000,83,Monthly,Debt,4,1,2,0,0.064,23.83,4.0,19.83,9.89,0,7,7,12,2,0.347,150,767,2,28.13,29.87,1
CUST01703,51,6.21,Business,1,Professional,Married,2,5000,75,Monthly,Debt,2,1,2,0,0.113,11.11,8.16,2.95,18.11,0,29,8,9,0,0.584,137,715,3,19.13,24.16,0
CUST01704,30,8.65,Student,3,Graduate,Single,1,15000,78,Monthly,Debt,5,2,0,3,0.179,1.77,13.3,-11.53,12.59,0,15,1,3,3,0.493,124,850,2,15.27,20.2,1
CUST01705,61,9.66,Business,1,Graduate,Single,1,2000,26,Monthly,Hybrid,5,2,2,3,0.341,7.53,7.72,-0.19,19.29,0,11,1,4,3,0.622,114,645,2,27.21,18.52,1
CUST01706,58,7.43,Self-Employed,2,Post-Graduate,Married,0,1000,119,Monthly,ELSS,2,1,2,3,0.05,26.35,6.58,19.77,9.92,0,4,1,7,0,0.339,98,749,1,10.57,10.5,1
CUST01707,64,6.54,Salaried,2,Post-Graduate,Married,1,3000,21,Monthly,Debt,1,1,0,2,0.202,22.43,16.87,5.56,0.67,0,25,6,8,1,0.23,172,552,0,1.07,10.25,0
CUST01708,61,11.38,Salaried,3,Graduate,Married,4,2000,24,Monthly,Equity,4,2,1,2,0.106,9.02,10.56,-1.54,17.88,0,16,8,9,2,0.506,146,735,2,24.92,21.03,0
CUST01709,32,9.14,Salaried,2,Professional,Married,1,3000,108,Monthly,ELSS,4,1,0,2,0.162,2.37,11.55,-9.18,10.81,1,3,5,8,0,0.367,155,637,0,13.48,13.15,0
CUST01710,31,5.41,Business,3,Graduate,Married,2,2000,28,Monthly,Equity,2,2,2,1,0.188,21.95,5.31,16.64,17.71,0,20,9,10,0,0.358,103,735,1,13.78,23.82,0
CUST01711,36,8.15,Salaried,3,Graduate,Single,1,3000,11,Monthly,Equity,1,0,2,2,0.249,17.73,22.67,-4.94,8.52,0,2,9,9,0,0.3,36,618,2,7.81,28.16,1
CUST01712,42,9.53,Retired,2,Graduate,Single,4,1000,82,Monthly,Debt,3,2,1,1,0.333,10.99,15.25,-4.26,18.5,0,25,7,4,3,0.442,74,762,2,31.14,20.52,0
CUST01713,59,14.87,Self-Employed,2,Post-Graduate,Single,2,1000,39,Monthly,ELSS,5,1,1,3,0.317,-10.59,5.41,-16.0,7.19,0,19,5,5,3,0.104,84,696,3,15.08,31.63,0
CUST01714,53,11.15,Salaried,2,Post-Graduate,Single,1,2000,11,Monthly,Debt,5,0,2,1,0.052,11.37,10.71,0.66,12.81,1,4,3,4,2,0.239,147,581,0,35.63,38.62,1
CUST01715,49,12.86,Retired,2,Professional,Single,4,1000,25,Monthly,Equity,2,0,0,3,0.081,16.14,8.21,7.93,4.88,1,8,2,12,2,0.326,127,617,0,36.59,15.68,0
CUST01716,59,5.56,Self-Employed,2,Post-Graduate,Single,0,25000,99,Monthly,Debt,3,0,1,3,0.417,8.37,11.28,-2.91,18.39,0,17,5,2,0,0.216,48,659,3,25.03,14.63,1
CUST01717,49,5.9,Business,2,Graduate,Single,0,2000,20,Monthly,Hybrid,2,0,2,1,0.156,4.47,17.67,-13.2,7.66,0,16,0,6,2,0.34,175,743,3,1.62,27.08,0
CUST01718,38,7.06,Salaried,2,Post-Graduate,Single,0,1000,28,Monthly,Equity,1,2,1,2,0.179,0.91,13.33,-12.42,13.86,0,23,7,0,3,0.709,36,719,4,26.57,20.54,0
CUST01719,39,7.43,Salaried,1,Post-Graduate,Married,0,5000,79,Monthly,Equity,4,0,0,1,0.008,11.31,20.58,-9.27,22.36,0,22,5,4,3,0.217,104,750,4,15.15,21.98,0
CUST01720,44,3.97,Salaried,1,Post-Graduate,Single,0,3000,93,Monthly,Index,3,1,1,3,0.222,-0.7,7.41,-8.11,7.8,0,8,0,6,3,0.24,19,739,0,24.5,34.11,1
CUST01721,25,13.06,Self-Employed,2,Graduate,Divorced,3,20000,69,Monthly,Equity,2,1,1,0,0.142,13.77,14.06,-0.29,17.01,0,6,4,11,3,0.221,42,775,3,40.91,8.86,0
CUST01722,53,11.53,Business,3,Graduate,Married,3,1000,21,Monthly,Equity,2,0,1,2,0.101,-0.73,1.71,-2.44,15.02,0,5,6,11,0,0.406,120,565,2,13.54,8.46,1
CUST01723,50,6.78,Student,3,Professional,Single,0,3000,38,Quarterly,Debt,2,0,0,1,0.072,5.38,13.86,-8.48,17.09,0,15,4,3,0,0.495,59,836,2,6.21,18.2,0
CUST01724,53,10.57,Retired,3,Post-Graduate,Married,0,2000,90,Monthly,Equity,5,0,2,0,0.088,2.71,-0.79,3.5,12.95,1,11,6,8,2,0.264,179,633,4,2.72,36.78,0
CUST01725,44,8.89,Salaried,2,Professional,Married,4,5000,57,Monthly,ELSS,3,2,2,3,0.059,1.4,2.25,-0.85,14.64,1,11,2,12,1,0.082,28,583,2,20.9,39.09,1
CUST01726,55,10.88,Student,1,Professional,Single,4,3000,12,Monthly,Hybrid,5,0,0,0,0.141,0.11,17.93,-17.82,11.34,1,6,7,4,3,0.605,132,833,4,18.24,15.19,0
CUST01727,62,2.62,Salaried,2,Post-Graduate,Married,3,2000,106,Monthly,Debt,2,2,2,0,0.113,20.54,17.18,3.36,17.51,0,2,5,4,3,0.278,104,722,1,24.2,24.29,0
CUST01728,46,7.42,Salaried,3,Graduate,Single,3,3000,15,Quarterly,Debt,4,2,1,2,0.005,8.99,8.72,0.27,15.5,0,8,6,6,1,0.408,42,575,2,31.45,15.04,1
CUST01729,41,7.77,Business,2,Graduate,Married,2,7500,83,Monthly,Hybrid,4,0,0,3,0.08,-0.22,10.01,-10.23,19.79,0,16,0,10,0,0.256,105,671,3,16.63,19.39,1
CUST01730,26,10.49,Retired,2,Graduate,Married,1,25000,8,Monthly,Hybrid,4,2,1,2,0.045,15.48,11.69,3.79,7.39,0,14,8,2,2,0.502,79,719,3,23.56,17.91,1
CUST01731,55,5.49,Retired,2,Graduate,Single,1,2000,51,Monthly,Debt,4,1,2,3,0.039,3.99,8.89,-4.9,15.68,0,1,0,1,0,0.598,131,646,0,28.39,10.36,1
CUST01732,60,2.5,Business,1,Graduate,Single,2,1000,80,Monthly,Hybrid,5,2,1,1,0.214,21.14,8.03,13.11,15.59,0,29,9,9,1,0.732,170,818,3,14.51,14.46,0
CUST01733,52,3.67,Salaried,1,Post-Graduate,Married,0,5000,22,Annual,ELSS,4,1,0,2,0.001,5.96,11.37,-5.41,10.7,0,17,0,8,0,0.368,143,776,3,6.72,40.8,0
CUST01734,59,7.76,Salaried,1,Graduate,Married,4,2000,22,Monthly,Equity,2,0,1,1,0.325,6.74,9.29,-2.55,16.83,0,5,3,6,2,0.417,116,574,4,20.53,22.04,0
CUST01735,59,8.26,Salaried,2,Graduate,Married,4,7500,80,Monthly,Equity,2,1,2,1,0.059,-1.11,10.05,-11.16,17.22,0,20,2,2,2,0.237,65,569,0,11.19,27.46,0
CUST01736,56,14.73,Self-Employed,3,Graduate,Married,0,7500,45,Monthly,Equity,1,2,1,3,0.058,21.13,19.4,1.73,11.12,0,16,5,5,3,0.187,98,636,3,22.63,26.88,0
CUST01737,43,10.33,Salaried,1,Professional,Married,2,1000,35,Monthly,Equity,4,1,0,3,0.223,2.57,11.91,-9.34,16.42,0,15,2,8,0,0.645,53,822,4,24.29,29.11,1
CUST01738,26,8.33,Salaried,1,Graduate,Married,1,3000,107,Quarterly,Equity,4,0,1,2,0.324,5.86,7.8,-1.94,9.07,0,24,7,11,1,0.22,34,804,1,21.95,15.76,0
CUST01739,22,7.87,Salaried,3,Others,Single,1,500,37,Monthly,Hybrid,2,0,2,1,0.009,1.47,6.72,-5.25,18.08,0,13,5,8,3,0.44,1,783,0,34.48,29.62,0
CUST01740,30,12.42,Self-Employed,3,Professional,Married,1,5000,40,Quarterly,Equity,4,0,2,3,0.192,1.0,10.75,-9.75,16.58,0,20,8,0,0,0.49,1,781,4,7.11,7.35,0
CUST01741,40,5.64,Business,2,Professional,Single,2,3000,97,Monthly,Equity,5,0,1,3,0.224,13.6,17.03,-3.43,22.42,1,3,3,12,3,0.448,68,605,1,22.51,34.22,0
CUST01742,53,7.44,Salaried,2,Post-Graduate,Married,4,25000,22,Monthly,ELSS,2,0,1,2,0.021,25.99,8.84,17.15,18.86,0,23,4,11,0,0.466,164,794,4,12.1,19.66,0
CUST01743,41,3.64,Salaried,2,Professional,Single,3,2000,55,Monthly,Debt,5,0,1,2,0.0,15.66,10.86,4.8,26.77,0,28,0,0,0,0.173,138,767,1,10.09,12.28,1
CUST01744,22,13.68,Self-Employed,2,Graduate,Married,4,5000,82,Monthly,Equity,1,2,2,2,0.247,-4.17,13.91,-18.08,18.66,1,1,9,12,3,0.427,74,654,3,6.81,25.19,0
CUST01745,31,9.57,Self-Employed,3,Post-Graduate,Married,1,5000,11,Monthly,Hybrid,1,1,1,0,0.111,17.44,5.66,11.78,14.89,0,6,2,12,3,0.638,164,716,2,24.67,17.27,0
CUST01746,64,5.17,Salaried,1,Graduate,Married,4,5000,21,Monthly,Debt,2,0,0,2,0.217,9.27,5.56,3.71,11.76,0,26,6,6,0,0.167,4,814,0,30.43,15.38,0
CUST01747,64,7.54,Salaried,3,Graduate,Married,2,3000,111,Monthly,Equity,4,2,0,1,0.101,2.79,5.77,-2.98,13.08,0,5,7,11,1,0.233,73,689,0,5.96,30.53,0
CUST01748,38,10.04,Retired,2,Others,Single,1,2000,89,Monthly,Hybrid,1,2,2,3,0.16,12.57,13.74,-1.17,23.5,0,0,9,10,2,0.098,96,605,0,18.31,18.08,0
CUST01749,56,7.0,Business,3,Post-Graduate,Married,0,2000,42,Monthly,Index,2,0,0,2,0.169,4.11,14.49,-10.38,18.93,0,20,7,7,1,0.126,98,691,4,12.9,41.05,0
